segment no.	mm	section	segment	tempo (score)	meter	data SV	Walter 1938	Scherchen 1950	Horenstein 1952	Rosbaud 1954	Kletzki 1954	Ludwig 1959	Mitropoulos 1960a	Horenstein 1960	Mitropoulos 1960b	Barbirolli 1960	Walter 1961	Barbirolli 1962	Barbirolli 1964	Kondrashin 1964	Bernstein 1965	Ančerl 1966	Horenstein 1966a	Horenstein 1966b	Klemperer 1967	Kubelík 1967b	Kondrashin 1967	Solti 1967	Horenstein 1967	Neumann 1967	Szell 1968	Szell 1969	Abravanel 1969	Haitink 1969	Klemperer 1970	Bernstein 1971a	Maderna 1971	Boulez 1971	Boulez 1972	Maderna 1972	Giulini 1975	Kubelík 1975	Giulini 1976	Zender 1977	Morris 1978	Levine 1979	Sanderling 1979	Tennstedt 1979	Bernstein 1979a	Bernstein 1979b	Karajan 1980	Neumann 1982	Tennstedt 1982b	Karajan 1982a	Solti 1982b	Sanderling 1982	Karajan 1982c	Asahina 1983	Wakasugi 1983	Maazel 1984	Doráti 1984	Bertini 1985	Bernstein 1985a	Bernstein 1985b	Inbal 1986	Abbado 1987	Sanderling 1987	Haitink 1987	Tennstedt 1988	Rögner 1988	Ozawa 1989	Pešek 1990	Gielen 1990	Tabakov 1991	Segerstam 1991	Sanderling 1992	Haitink 1993	Barshai 1993	Sinopoli 1993	Rattle 1993	Masur 1994	Waart 1995	Boulez 1995	Maazel 1996	Sinopoli 1997	Dohnányi 1997	Levine 1999	Abbado 1999	Jansons 2000	Paternostro 2001	Ashkenazy 2002	Ozawa 2002	Gielen 2003	Haitink 2004	Chailly 2004	Tilson Thomas 2004	Schwarz 2006	Barenboim 2006	Rattle 2007b	Gilbert 2008	Nott 2008	Salonen 2009	Järvi 2009	Oue 2009	Haitink 2009	Norrington 2009	Zinman 2009	Abbado 2010	Gergiev 2011	Ashkenazy 2011	Maazel 2011	Haitink 2011b	Schønwandt 2012	Dudamel 2012	Chung 2013	Chailly 2013	Fischer 2013b	Stenz 2014	Sladkovsky 2016	Harding 2016	Jansons 2016	Noseda 2017	Netopil 2018	Levi 2018	Blomstedt 2018	Fischer 2019	Currentzis 2019		
35	184		C2b			35	614,51029479	478,14530612	659,30448980	532,82829932	595,94448980	631,02222222	583,99492064	559,64299320	656,21913832	582,21061225	734,48199547	635,79428571	630,48707483	604,34285714	686,6742857	647,8302041	656,5151927	660,2594104	664,1088435	610,1797732	580,0555102	643,3879365	615,0501587	604,2238549	577,4976871	580,48	668,6933333	631,6988662	698,0208617	664,5812245	726,9355102	814,7736961	658,4018141	684,7056689	744,4897959	625,8706576	782,6285714	580,7484807	698,7755102	720,8598639	671,9619048	744,3243537	677,9472109	676,0620408	699,2065306	613,7469388	754,7472109	672,4702041	742,6554195	629,9515646	652,1817687	688,6204082	693,1562812	717,6457143	656,395102	669,6634921	699,7333333	720,3047619	685,2281179	644,1498413	599,7365986	668,7521088	673,544127	517,7512925	639,7039456	673,999093	634,6376417	787,5178231	757,5216327	656,1959184	633,6725624	601,3028571	649,5317914	653,9232653	591,3861224	689,9287075	708,632381	767,0813605	771,0432653	706,0114286	697,0862585	623,1655329	634,7929252	664,9759637	617,0107937	648,2895238	679,0617687	590,5763265	714,5882993	722,2799093	683,784127	605,1410431	687,6850794	643,9212698	711,662585	602,5229932	696,1110204	749,4907937	692,3174603	637,2252154	737,9998186	646,1866667	646,1278912	651,9510204	887,415873	618,8756463	659,9510204	708,9941043	694,0850794	615,3803175	590,5298866	633,9047619	654,8179592	644,6933333	659,6702041	570,9028571	623,3338776	753,2277551	684,4487982	609,0565079	683,032381		
36	196		C2c			36	639,36145125	499,02004535	690,06367347	557,98276644	624,11174603	658,98231293	614,77151927	586,35029479	685,39863946	608,60081633	773,18458050	659,97641723	654,91882086	628,44408163	721,835102	679,0889796	688,8979592	690,5632653	698,5469388	640,0596825	603,9118367	672,7784127	644,9708844	633,5136508	603,662585	606,8419048	701,4552381	659,2587755	735,8635828	698,2806349	756,2285714	853,6264853	685,8311111	711,7170068	780,3863946	657,6181406	820,8145125	610,522449	739,0349206	748,9538322	700,6906122	780,9393197	716,5678005	710,1968254	729,4084354	643,1746032	790,9739683	704,2155102	779,2457143	658,5556463	685,2901587	727,9455782	723,4078912	746,475102	686,6019048	697,4040816	735,1524717	754,1623583	719,1452154	675,4546939	627,705034	696,5463946	704,9404082	542,4812698	667,8008163	705,6544218	663,2874376	815,5022222	790,7232653	687,5544671	660,4538776	630,893424	679,1909297	681,5847619	618,8234014	718,7736961	742,3419501	800,7111111	806,2693878	740,1012245	728,4114286	653,4639456	663,3396825	696,2684807	646,2984127	675,5439456	710,4511565	617,6036281	746,9931973	759,0644898	714,392381	631,4514286	717,0031746	671,0799093	745,3485714	630,799093	722,5121088	789,2926984	723,7427664	661,9580952	775,3179138	678,0995918	673,2353742	682,5142857	927,7024943	647,5929252	686,2236735	737,4240363	723,1608163	644,7047619	618,3967347	663,4666667	683,3697959	674,7254422	693,287619	596,4832653	652,9371429	782,8201361	721,3510204	638,2004535	709,8557823		
37	202		C2d			37	652,74920635	508,93496599	705,86340136	570,16054422	636,93968254	673,88190476	629,18820862	601,03836735	699,65968254	622,68081633	791,47029479	673,56009070	669,02784581	640,40888889	739,1346939	695,3186395	706,2895238	707,8907937	714,9097506	656,4604082	616,0634921	686,3760544	661,5804082	648,1596372	616,1306122	619,684898	719,5936508	673,2901587	754,1434921	713,1225397	768,3715193	872,0253968	697,9845805	723,7986395	798,1133787	674,4489796	839,6117914	623,2613152	760,314195	763,4300227	714,3227211	799,1785941	733,2223129	724,2753741	745,8046259	658,5643537	809,077551	720,7256236	795,1847619	672,5950113	702,5066667	747,1644444	738,7526531	759,7765079	701,0421769	711,9600907	751,124898	768,4643991	735,4456236	690,5034014	641,482449	710,9964626	721,5187302	554,7885714	681,9232653	720,7473923	678,2693878	829,1555556	805,7077551	703,3179138	674,2262132	646,2345578	693,916712	696,079093	633,2662132	732,9893878	757,0612245	814,6996825	825,8438095	756,5714286	743,1149206	667,890068	676,917551	711,284898	660,7847619	690,3176417	725,8906122	631,3208163	762,6710204	776,5681633	729,0195011	644,5743311	732,0671202	685,2643991	760,2220408	646,0081633	734,2657596	808,7858503	738,9402268	674,841542	793,9599093	692,5786848	686,6321995	697,6145125	943,6908844	661,9820408	699,7921088	750,5153742	737,7821315	659,2097959	633,3619955	677,7614512	695,8857143	689,0869841	710,0408163	608,8097959	667,4517914	798,3746032	739,3168254	652,1396825	724,5061224		
38	204	B3	X3/B3a	210: morendo		38	656,90412698	512,71981859	710,36226757	574,44063492	640,87510204	678,48707483	633,55646259	605,43854875	704,12825397	627,12816327	797,02494331	677,47265306	673,11238095	644,73777778	744,1741497	700,3385034	711,7699773	712,9280726	720,2481633	661,204898	620,1980952	690,8865306	666,6666667	652,4517007	620,647619	624,1502041	724,7085714	677,9098413	760,555102	717,3405896	772,9208163	877,7810431	701,9377778	727,7583673	803,822585	679,3462132	845,231746	627,693424	766,4761905	767,8077098	718,72	804,3987302	738,0230385	728,5333333	751,0857143	662,8266667	813,7665306	726,4217687	800,0957823	676,9487528	708,5409524	753,28	743,4938776	764,4995918	706,1750567	716,1295238	755,7456689	772,6497959	739,9147392	694,9126531	645,8702948	715,7463946	726,0596825	558,5443991	686,4863492	726,3129252	683,2863492	833,5434014	810,2312925	708,6062585	678,7809524	650,739229	697,6145125	700,6998639	637,7970068	737,5165533	761,8089796	819,3160998	830,6358277	761,2734694	748,2862585	672,1030385	681,2016327	716,4517007	664,9150113	694,5901134	731,0780952	636,2971429	768,3628118	781,8361905	733,3514739	648,8598639	736,757551	689,6341043	765,0808163	650,0789116	738,0390023	814,3020408	743,9709751	679,6292063	799,6778231	697,3736054	690,6790023	701,5357823	949,5111111	666,8538776	704,0355556	754,5701587	742,4761905	663,8367347	637,8173243	682,1093878	700,842449	693,8035374	715,3625397	612,8406349	672,2931519	803,317551	744,5130159	656,7531973	728,8511565		
39	211.1.x		B3b	211: Leidenschaftlich		39	674,71600907	529,17115646	732,46476191	592,52244898	659,64408163	697,14285714	652,05532880	626,43083900	725,54376417	645,97333333	819,93578231	694,55238095	691,70793651	664,89396825	764,7477551	723,0345578	737,6224943	737,1428571	744,1160998	683,0432653	638,4878005	712,2612245	692,4030839	672,2742857	642,6884354	645,1112925	749,4661224	699,6749206	787,6266667	736,534059	800,4016327	904,4810884	726,9043084	756,3718821	831,5428571	699,8465306	874,3125624	649,7697959	794,6797279	792,9070295	739,797551	833,4338322	760,2793651	748,2267574	774,3836735	684,2122449	844,6432653	751,9956463	823,410068	696,724898	733,6279365	779,0302041	768,264127	785,90839	728,2568707	740,8228571	778,475102	793,2807256	759,5493878	714,6742857	664,9034014	740,8050794	753,6587755	573,7287982	714,214966	752,6726531	705,8481633	851,5330612	835,8791837	729,4780952	703,4993197	671,36	714,0658503	724,2086168	658,3771429	759,8962358	786,8604082	841,1646259	851,4292971	779,7028571	775,8907937	691,2740136	704,4266667	737,9606349	685,488254	718,2236735	755,9736961	658,9068481	795,120907	810,8364626	759,5885714	671,2163265	760,8391837	710,2019048	784,757551	670,0480726	759,2533333	843,4895238	768,5398639	707,568254	825,4258503	718,5015873	711,2489796	719,3346032	976,0362812	687,7077551	724,8380952	780,6385488	760,5696145	683,8595918	658,5324263	701,7186395	726,0440816	716,1505669	740,9295238	630,4653061	691,734059	825,6914286	766,4181406	678,7631746	753,1755102		
40	234		B3c	Plötzlich langsamer (Das Tempo so weit mäßigen, als nötig)		40	736,03192744	576,83011338	813,67365079	647,51891157	725,83510204	765,65768708	712,22857143	698,13696145	788,20680272	702,84408163	898,38585034	755,41768708	754,44897959	727,05015873	830,1257143	794,633288	815,3012245	819,734059	811,5410431	756,6557823	700,6969615	784,66322	770,523356	746,7609977	701,2897959	702,6964172	826,7929252	771,2457143	861,844898	795,3015873	871,8171429	983,298322	791,8318367	818,0157823	920,1414966	774,7599093	962,997551	719,7128345	893,5256236	860,5547392	814,7040363	919,8439909	829,3964626	809,8481633	849,6965079	763,9764172	933,9297959	828,8130612	905,9482993	768,9723356	810,4736508	855,3273469	851,7079365	864,4419048	797,906576	804,6273016	853,5858503	862,6503401	824,2068027	782,6176871	743,7968254	815,6930612	833,785034	626,0897959	800,715102	837,1765986	780,2579592	925,8416327	915,0693878	819,8704762	779,4329252	735,3817687	791,8378231	793,1994558	721,2930612	832,7401361	867,0795465	919,0298413	948,3493878	845,3297052	839,4946032	756,5554649	766,197551	809,1225397	767,8236735	793,8122449	833,0122449	728,8917914	883,6208617	892,8348299	840,6552381	732,4328345	834,8669388	780,7390476	860,2485261	738,1434921	819,4263946	938,2051701	849,1377778	775,7003175	918,9761451	786,2857143	792,9251701	796,8293878	1083,493878	757,4831746	798,72	858,2294785	833,515102	760,2938776	720,0885261	765,7708844	801,6457143	791,4666667	818,9387755	694,7004082	760,7974603	909,1802268	853,3638095	740,0547846	827,5127438		
41	237		B3d	Sehr mäßigend		41	747,13832200	585,07755102	833,28000000	662,38548753	738,25523810	777,23138322	723,05197279	715,23628118	799,89405896	713,89605442	912,17850340	766,76063492	766,25632653	737,35365079	842,7247166	806,8585941	832,8591383	839,4245805	826,1195465	769,444898	710,0487982	799,6473469	787,7427664	759,8780952	714,8237642	715,1542857	838,2780952	784,2481633	875,9031293	810,4032653	884,3526531	999,0385488	804,4930612	830,4798186	937,3344218	788,4426304	980,8979592	733,1613605	911,4122449	875,8628571	827,1412245	935,0439909	844,7187302	824,8526077	863,9129252	777,5949206	948,6222222	842,6086168	920,8272109	781,3696145	823,5834921	869,8340136	865,4367347	879,471746	809,7269841	820,749932	870,0952381	880,2655782	837,8253061	796,8711111	756,3087528	828,9596372	847,6081633	636,1570975	815,3549206	852,0620408	793,1834921	939,4234921	930,644898	833,538322	793,4519728	747,9510204	804,2971429	807,8004535	733,2016327	844,9828571	883,17678	936,1327891	963,0171429	858,6710204	851,9488435	769,9170975	775,3607256	823,7866667	780,2078912	806,5959184	847,8276644	742,38839	898,295873	907,5657143	854,5639909	745,2807256	849,8430839	794,6057143	875,2761905	749,8122449	838,0546032	954,7250794	864,8330159	787,2355556	938,2385488	800,8504308	807,3810431	809,8387302	1106,337959	772,9244444	811,1847619	872,0634921	847,242449	773,7763265	734,5269841	778,0542404	816,375873	805,6163265	833,2654875	708,1012245	773,5263492	926,2302041	869,0532426	751,6734694	842,3851247		
42	239		B3e	Schon langsam		42	755,90530612	591,57768708	844,02285714	672,80907030	746,87274376	784,39619048	729,69287982	724,39256236	807,80226757	722,34956916	921,91927438	775,47102041	775,82222222	744,81206349	853,2027211	814,9304308	843,4742857	849,8679138	834,9061224	778,3804082	716,3385034	808,724898	797,8840816	767,2359184	722,3873016	722,6628571	846,4602268	793,3307937	885,3304308	821,0721088	893,2513379	1008,361361	811,3574603	837,6190476	946,6303855	797,6736508	990,4522449	740,8950567	921,2190476	885,0285714	834,8546032	945,1820408	856,0282993	835,6604082	873,3750567	786,3161905	958,3934694	852,6599546	930,0985034	788,8108844	832,9186395	878,4544218	873,4196825	889,2734694	818,4598639	831,0857143	880,7590023	890,6013605	846,5726984	804,884898	762,9257143	839,4942404	856,4749206	642,232381	824,4879819	861,7418594	801,4563265	948,2971429	941,1744218	841,7110204	803,7688889	756,2793651	812,5155556	817,5339683	741,2244898	852,3537415	892,0061678	947,2928798	972,0888889	867,5853061	860,395102	778,6695692	781,4276644	832,4529478	788,7600907	815,1945578	856,8391837	752,7328798	908,1237188	916,9502041	862,2904308	753,4730159	859,6419048	803,4906122	884,48	758,3419501	846,579229	964,3885714	875,9207029	795,1934694	948,0997732	809,8438095	816,6385488	817,6036281	1118,25415	783,4260317	819,1898413	880,875102	856,2285714	782,6372789	744,9752381	786,3437642	825,3024943	815,1183673	841,9207256	717,3456689	781,2818141	936,3036735	877,7636281	759,8294785	851,8298413		
43	242		{fade/o}	Fermate		43	768,08126984	600,80253968	861,38122449	688,21714286	759,37088435	795,76634921	740,03446712	737,01950113	820,33777778	735,09297052	936,87873016	790,16489796	792,08326531	755,06938776	867,047619	826,5433107	859,9597279	865,3960998	846,1641723	790,6975057	726,0763719	821,9980045	813,2498866	776,8932426	733,704127	733,3485714	859,1963719	807,2823583	899,9009524	833,1559184	908,7869388	1022,80127	822,4457143	850,155102	959,600907	809,335873	1004,072925	752,3497506	935,3142857	897,4454422	846,5730612	960,8359184	870,6946032	849,524898	887,5073016	797,7244444	973,1192744	866,9808617	945,1102041	800,2089796	846,1126531	891,2761905	885,995102	905,4621315	831,207619	847,0334694	894,2780952	905,3808617	858,9757823	818,0390023	773,9443084	855,7714286	870,6539683	651,9212698	839,3273469	875,6179592	814,0945125	960,7619048	957,6663946	855,1038549	818,897415	769,6485941	821,5916553	831,4920635	751,6038095	864,3301587	904,4854422	965,1954649	984,5536508	879,8156916	874,2530612	790,7555556	791,3853968	845,187483	801,3424036	827,9423129	870,2331066	766,960907	923,9771429	930,9866667	874,475102	766,8738549	874,1674376	815,5907483	898,8342857	770,5795918	858,3952834	978,3292517	892,5561905	807,7496599	963,4612245	822,7526531	830,7170975	829,6025397	1139,711565	799,0929705	831,1873016	894,8215873	869,8920635	796,3080272	760,6552381	800,5137415	838,4087075	828,3232653	855,6702041	730,3706122	794,0643991	950,3836735	890,8335374	771,6223129	866,1449433		
44	243		{fade/o}	morendo		44	772,73687075	606,74902494	871,35782313	694,87528345	766,79253968	804,40886621	749,23428571	743,10603175	827,13469388	742,09814059	942,92172336	798,14530612	800,74612245	761,60000000	875,7877551	833,8285714	868,2347392	872,1531066	851,1651701	798,7047619	732,676644	831,2772789	819,17678	782,3034921	739,9147392	740,4277551	867,8095238	814,0063492	906,9482086	841,3518367	919,6897959	1033,290884	832,6965986	856,1777778	968,8990476	817,5288889	1011,911837	760,7771429	945,655873	906,8622222	853,7875737	969,0819048	880,1523583	858,4025397	896,0812698	804,3501134	983,3012245	876,8087075	953,8989569	808,2692063	855,5189116	899,6571429	892,7492063	915,8552381	838,4282993	857,2212245	903,6509524	915,8182313	865,3612698	827,5127438	782,1409524	866,0832653	879,5370522	660,6802721	849,2063492	882,2487075	821,2114286	967,2156009	968,431746	865,3126531	827,6752834	775,6647619	831,6473469	839,157551	760,0457143	871,9412245	914,4743764	975,095873	998,4	889,3663492	883,8069841	798,444263	798,9028571	851,3190023	809,2734694	836,7107483	877,551746	773,9911111	934,7250794	940,6868027	883,4220408	775,3650794	882,1957143	823,0595918	910,0596825	781,2789116	867,4176871	991,0276644	902,4899546	816,0253968	971,6208617	832,1334921	837,6653061	836,3363265	1151,013152	806,7555556	838,0589569	905,5600907	876,7390476	803,4104082	768	810,0223129	850,4032653	838,1707029	866,2146032	737,8779138	803,0497959	960,0391837	900,0025397	780,5619955	873,5579138		
45	243.3	C3	C3a	251: morendo, 253.1: Fermate		45	774,47836735	608,54857143	874,60861678	697,12507937	768,67918367	806,42793651	750,88689342	745,78539683	829,20634921	744,36571429	944,66321996	800,79818594	802,91265306	763,65786848	877,9232653	835,7268027	871,1894785	874,9046712	853,3612698	800,8018141	734,7896599	833,7037642	821,9428571	784,2002721	741,9239909	742,3444898	869,5800454	816,2278458	909,1744218	843,7202721	921,7973469	1036,140408	834,8538776	857,9831293	971,1379592	819,7384127	1014,391293	762,6387302	948,0235601	909,2469841	855,7162812	971,7942857	883,1978231	860,9777778	898,4025397	806,6249433	985,869932	879,0349206	956,0402721	810,1910204	857,8481633	901,5669841	895,0073469	918,552381	840,461678	859,3110204	906,5338776	918,4	868,3043991	829,569161	784,0761905	868,235102	881,8706576	663,2244898	851,3287982	884,6976871	823,0187755	970,3560998	970,8589569	867,4612245	830,5879365	778,0292063	833,6979592	841,4780952	761,7726984	874,6753742	916,8181406	977,8590476	1001,406984	891,1339683	886,0901587	800,3337642	800,6443537	853,4138776	811,3625397	838,7178231	879,8729705	776,8533333	937,3003175	943,0421769	885,3028571	777,729161	884,6069841	825,1428571	912,1959184	783,4470748	869,889161	993,3670748	905,5346939	818,344127	973,8811791	834,1333333	840,3591837	838,0669388	1154,111565	809,9047619	840,2938776	907,7126531	879,415873	805,6979592	770,0571429	812,111746	853,3681406	840,724898	867,9546485	739,8965986	805,1722449	962,5730612	901,9791383	783,6647619	876,6679365		
46	253.2		{fade/o}	253/254: Fermate		46	807,23011338	640,20317460	926,23238095	739,39047619	806,26648526	847,84761905	793,28653061	786,51791383	869,38122449	787,24934240	980,76299320	850,59337869	851,28707483	805,12507937	923,6027211	870,8121542	919,0661224	924,5881179	892,435737	841,5492063	773,5263492	875,1078458	865,4976871	820,2412698	779,6970522	778,6971429	910,8752834	862,4819955	954,2530612	886,635102	965,3231746	1084,908844	876,3356009	900,0286621	1018,017959	861,5880272	1061,381224	802,2552381	1000,633469	952,1284354	900,4538776	1024,650159	928,6269388	902,887619	944,6907937	844,585941	1035,637551	928,3453968	1002,580317	853,9776871	901,3536508	942,4471655	933,4770068	975,5341497	884,1142857	903,9165533	954,8263039	963,7616327	913,5658957	867,8044444	822,0096145	919,3650794	927,1582766	698,4881633	896,1219048	931,9793197	860,7259864	1025,246621	1016,737959	908,0888889	882,0825397	820,4306576	879,9201814	884,3319728	802,4990476	922,1369615	960,9926531	1033,752381	1054,737415	930,7834921	931,4975057	839,5174603	838,2693878	897,7560091	852,7847619	884,4770975	922,9627211	826,3444898	985,3503855	991,1640816	929,796644	819,2711111	930,6557823	865,3786848	959,0073469	825,9105669	921,1936508	1041,05941	959,8171429	859,2025397	1025,116735	874,2893424	885,9573696	873,752381	1213,78322	859,6596825	882,1812245	952,7902041	925,1657143	844,8798186	810,6666667	856,9991837	896,111746	885,1526531	912,0217687	779,1746032	848,1901134	1008,365714	948,1955556	826,1006803	923,2486168		
47	254		C3b	Schattenhaft		47	812,23401361	643,90095238	930,25306122	743,75691610	809,60000000	853,56371882	799,61977324	790,60752835	873,93378685	792,17632653	984,69555556	856,06603175	856,38095238	810,61079365	928,7288889	875,0324036	925,6170295	930,4344671	897,5415873	845,711746	778,6840816	880,6889796	869,8672109	824,2285714	784,1705215	782,9572789	915,9401361	867,5504762	960,5398639	892,0108844	972,6938776	1091,157914	881,8240363	906,1631746	1024,830839	866,5745125	1066,701497	808,2742857	1006,845714	957,1062132	906,2367347	1030,588662	934,2726531	908,1433107	950,0908844	848,2249433	1039,869388	935,7092063	1008,093605	858,6666667	909,0684807	947,2507937	939,1314286	982,3738776	888,0390023	908,9306122	960,3047619	968,9061224	919,0120635	874,122449	829,1787755	927,8693878	931,9328798	703,4311111	903,9934694	937,9979592	865,2952381	1032,271746	1022,78966	913,1174603	888,4244898	825,5898413	884,8689342	890,3053061	806,922449	929,4955102	967,1510204	1041,269841	1063,918005	935,3723356	937,5063946	844,3559184	843,2587755	902,8789116	858,795102	891,9365079	927,7764626	832,32	990,9518367	998,8644218	935,6422676	824,7727664	936,7256236	871,2653061	966,652517	830,9638095	928,3453968	1049,460317	966,2802721	868,055873	1031,685805	880,1110204	892,3910204	878,9043084	1221,427687	865,7396825	888,6813605	960,0914286	931,2195918	850,2253061	814,5726984	866,4097959	901,8209524	893,1156463	917,4661224	784,6240363	855,2780045	1013,667098	954,6819048	832,0961451	928,860771		
48	260		C3c	Allmählich an Ton gewinnend		48	828,54603175	661,53070295	957,49804989	762,68698413	829,38049887	876,29714286	827,36471655	813,21505669	896,04716553	815,29614513	1004,37551020	879,95646259	883,78775510	832,62476191	951,0312925	897,7371429	955,2994331	959,6183447	918,3873016	870,7192744	798,3063946	905,3587302	896,2002721	843,1673469	802,5745125	800,0377324	938,6463492	893,5288889	981,9428571	913,1167347	1006,270113	1121,10585	908,3174603	936,0950567	1049,038367	892,8914286	1092,162177	830,08	1031,722449	979,464127	929,6660317	1052,850794	953,3039456	926,9732426	975,3687075	868,2579592	1064,613878	962,6470748	1031,018231	881,3104762	936,8812698	971,3052154	963,6745578	1008,021769	912,1327891	934,4986848	984,3446712	993,8387302	944,3613605	899,9669841	851,8936961	960,8649433	955,0367347	721,9911111	929,927619	967,4884354	887,9368707	1067,316825	1052,596825	937,4040816	917,5822222	848,4861678	910,4718367	913,1711565	827,9539229	955,6985034	993,1058503	1068,963265	1094,936961	961,2538776	964,493424	867,9560998	867,4017234	927,6807256	879,3991837	918,6510658	951,932517	859,52	1018,258866	1026,834286	964,6947846	852,5438549	961,8198639	895,2395465	994,6267574	855,3882993	956,7317914	1077,272381	998,2519728	902,1663492	1059,452517	905,3533107	919,3650794	899,7790476	1252,884898	892,4596825	914,924263	989,035102	958,3281633	872,0413605	838,9079365	886,7004082	928,0609524	922,3706122	943,6371882	808,1589116	880,6603175	1042,337959	981,9573696	857,0702948	955,1238095		
49	266.4		{upb}			49	847,25551020	681,29523810	989,14104308	784,92879819	852,24199547	901,18968254	851,69052154	838,58868481	921,27492064	839,34476191	1027,67891157	903,92961451	913,57823129	857,63555556	977,1363265	922,1587302	988,2318367	992,0029025	943,1945578	897,2045351	820,0533333	935,0211565	924,0228571	864,1306122	825,4694104	822,2302041	964,6498186	923,0933333	1008,436825	938,1044898	1042,104308	1152,290272	935,3396825	968,437551	1077,296327	921,2560544	1122,661587	855,3012245	1059,71229	1007,412245	955,2689342	1080,929524	977,0623129	949,046712	1001,546304	890,8103401	1092,715102	991,2598639	1059,65551	905,0412698	965,8122449	999,7061224	991,3991837	1035,993107	943,2126984	963,2457143	1011,988027	1022,374603	971,3219048	927,4819048	875,6520635	994,8807256	982,1460317	741,7404082	957,0488889	1000,798912	914,8691156	1105,176984	1085,399365	963,9531973	947,895873	874,7421315	937,8539683	941,9580952	852,3232653	985,1646259	1023,628481	1100,596825	1126,15619	990,191746	994,8063492	893,3732426	894,635102	956,9872109	902,7047619	946,155102	982,0879819	886,455873	1048,967256	1056,853333	996,6730159	881,6384807	991,0058957	922,88	1024,19737	882,4177778	988,9610884	1108,520635	1031,053061	931,0780952	1092,643265	933,4247619	949,231746	924,8290249	1283,918367	920,848254	942,9217234	1020,349388	988,7346939	895,9695238	866,2450794	912,2612245	957,6141497	954,8117914	972,7651701	834,6644898	909,2585941	1072,448435	1013,365283	882,4609524	987,3567347		
50	267	A4	A4a	Tempo I. Andante		50	848,33523810	682,12825397	990,30204082	786,25088435	853,28689342	902,49650794	852,66866213	839,53487528	922,98231293	840,86712018	1029,13741497	905,43310658	915,26893424	858,67682540	978,8734694	923,4517914	989,7215193	993,6456916	944,647619	898,6956916	821,0634014	936,8090703	925,3028571	865,3322222	827,3502041	824,235102	966,681542	924,9959184	1009,702313	939,7028571	1044,386395	1153,811156	937,0049887	970,5110204	1079,031293	922,6768254	1124,234739	856,3326984	1060,84424	1009,034739	956,7564626	1082,572336	979,1238095	950,7918367	1002,982313	891,8530612	1094,460952	993,1174603	1061,170068	906,5128345	967,4840816	1001,034014	993,044898	1037,572063	944,6955102	964,8	1014,352109	1024,528231	972,6679365	928,9168254	877,1961905	997,5147392	983,574059	742,6960544	958,1656463	1002,155102	916,535873	1106,737778	1087,654603	965,4334467	949,1388662	875,9640816	939,3371429	943,6589569	853,9210884	986,9931973	1025,49551	1102,672109	1128,091429	991,6154195	996,2946032	894,9376871	896,0261224	958,63	904,1371429	948,0562358	984,055873	888,1473016	1050,517188	1058,187755	998,4217687	883,0258503	992,8489796	924,8565986	1025,625397	883,6571429	990,872381	1110,410159	1032,539116	932,0634921	1094,186667	934,8992063	950,9297052	926,7657143	1285,133061	922,1993651	944,2742857	1021,612698	989,9305442	897,4802721	867,5047619	913,5920181	959,5820408	956,4879819	974,5589116	835,7964626	910,5545578	1073,991111	1015,466667	883,6571429	989,0612245		
51	268.4.2		A4b			51	855,42312925	687,92018141	998,90938776	792,61968254	860,12081633	909,19619048	858,64489796	846,31510204	930,35464853	849,09714286	1035,99455782	913,29959184	923,43945578	865,53142857	987,4517914	930,1768707	998,4	1002,341587	952,271746	905,7988209	827,4873469	945,1011338	932,48	871,955737	834,3858503	831,7877551	974,2512472	933,5263492	1017,724807	948,4195918	1053,262222	1162,585397	944,9941043	979,5134694	1087,319365	929,6507937	1132,611338	862,5534694	1067,746395	1017,930159	964,6933333	1090,763175	987,1063946	958,8244898	1011,012789	898,1877551	1103,786667	1001,325714	1069,235374	913,5963719	975,2293878	1008,783673	1000,927347	1045,054694	953,2146939	973,4182313	1024,187211	1033,795918	979,8022676	936,5587302	884,1462132	1006,486349	991,2990476	748,564898	965,6380952	1010,499048	923,7376871	1115,946667	1096,680635	972,8507937	956,5511111	883,4873469	946,8691156	952,1284354	861,170068	994,4700227	1034,011429	1111,01678	1136,195918	999,4869841	1004,779683	901,894966	903,1212698	966,6938776	910,5240816	954,9641723	991,9129252	895,2555102	1058,371338	1065,96898	1007,045079	891,0302041	1000,620408	932,4437188	1033,763991	890,4504308	999,0037188	1118,51102	1040,965079	938,9993651	1103,133605	942,08	958,6619501	933,2622222	1293,174422	929,5136508	951,4971429	1030,24	997,3434921	904,3417687	874,3161905	920,9846712	967,9238095	964,1360544	982,2628571	842,9104762	917,894966	1081,630476	1023,094422	890,2312925	997,7142857		
